Table 1
,,,,,,
2026-04-16 06:35:44.156854,99,,,,,
2026-04-16 06:35:44.256854,97,,,,,
2026-04-16 06:35:44.356854,96,,,,,
2026-04-16 06:35:44.456854,94,,,,,
2026-04-16 06:35:44.556854,96,,,,,
2026-04-16 06:35:44.656854,95,,,,,
2026-04-16 06:35:44.756854,97,,,,,
2026-04-16 06:35:44.856854,99,,,,,
2026-04-16 06:35:44.956854,97,,,,,
2026-04-16 06:35:45.056854,96,,,,,
2026-04-16 06:35:45.156854,95,,,,,
2026-04-16 06:35:45.256854,93,,,,,
2026-04-16 06:35:45.356854,95,,,,,
2026-04-16 06:35:45.456854,97,,,,,
2026-04-16 06:35:45.556854,99,,,,,
2026-04-16 06:35:45.656854,98,,,,,
2026-04-16 06:35:45.756854,97,,,,,
2026-04-16 06:35:45.856854,95,,,,,
2026-04-16 06:35:45.956854,97,,,,,
2026-04-16 06:35:46.056854,99,,,,,
2026-04-16 06:35:46.156854,97,,,,,
2026-04-16 06:35:46.256854,95,,,,,
2026-04-16 06:35:46.356854,95,,,,,
2026-04-16 06:35:46.456854,95,,,,,
2026-04-16 06:35:46.556854,95,,,,,
2026-04-16 06:35:46.656854,96,,,,,
2026-04-16 06:35:46.756854,97,,,,,
2026-04-16 06:35:46.856854,99,,,,,
2026-04-16 06:35:46.956854,98,,,,,
2026-04-16 06:35:47.056854,97,,,,,
2026-04-16 06:35:47.156854,96,,,,,
2026-04-16 06:35:47.256854,94,,,,,
2026-04-16 06:35:47.356854,97,,,,,
2026-04-16 06:35:47.456854,99,,,,,
2026-04-16 06:35:47.556854,97,,,,,
2026-04-16 06:35:47.656854,95,,,,,
2026-04-16 06:35:47.756854,93,,,,,
2026-04-16 06:35:47.856854,95,,,,,
2026-04-16 06:35:47.956854,97,,,,,
